gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,1,0,0,-0.985100617894362,1,0,0,0,0,0,0,0,0,1,0.1775715037378175,-0.7499693512658333,1,0,1,0,0,0
0,0,0,0,0.5243827289314132,1,1,0,0,1,1,1,1,0,1,1.3006421551180993,1.108278584759819,1,0,0,0,0,0
0,0,1,1,0.8507575066234727,1,0,0,1,0,1,1,0,0,1,0.9307286764735553,1.1223092968677266,1,0,0,1,0,0
1,1,0,0,0.8915543538349802,1,1,0,1,0,0,0,0,0,1,0.4958303975265916,0.9406204552678565,1,0,0,1,0,1
0,0,1,0,-0.69952268741381,1,1,0,0,1,0,1,1,0,1,1.2156620316457039,-0.33200065370953363,1,0,0,1,0,1
1,0,0,0,0.8915543538349802,1,0,0,0,0,0,0,0,2,1,-1.470376380854317,-0.5399526795240478,0,1,0,0,1,0
1,0,1,0,-1.1482880067403918,1,0,0,0,0,0,0,0,1,0,-1.470376380854317,-0.9647147281958851,0,1,0,0,0,0
1,0,0,0,-0.332351062510243,1,0,0,0,1,0,0,0,0,1,-0.5106008686955008,-0.45223852835578204,0,0,1,0,0,0
1,1,1,0,-0.8219132290483323,1,0,1,0,1,1,1,1,1,1,0.48583273594160403,-0.5807349867111156,0,0,0,1,0,0
1,0,1,1,-0.985100617894362,1,0,0,0,0,0,0,0,2,0,-1.5037019194709427,-0.9290607350862333,0,1,0,0,0,0
1,0,0,0,-0.8219132290483323,1,1,0,0,1,0,1,1,0,1,1.1840027699599098,-0.4828530093633848,1,0,0,0,0,1
0,0,1,1,-0.8219132290483323,1,0,0,0,0,0,1,0,0,1,-0.27732209837912175,-0.7206868998887281,0,0,0,0,1,0
1,0,1,1,-1.2298817011634067,1,0,0,0,0,0,0,0,1,0,-1.4770414885776424,-0.9856497938885389,0,1,0,0,1,0
1,0,0,1,-1.2706785483749141,1,0,1,1,0,1,0,0,0,1,-0.15401760549760707,-0.9731731163495448,0,0,0,1,0,1
0,0,1,1,0.9323512010464876,1,0,0,0,0,0,0,0,1,0,-1.5037019194709427,-0.544104171872432,0,1,0,0,1,0
0,0,1,1,1.1771322843155323,1,1,0,0,1,0,1,1,1,1,1.1756713853057534,1.7714073358091988,1,0,0,1,0,0
1,0,1,0,-0.9443037706828545,1,0,0,0,0,0,1,1,0,0,0.8274195067620161,-0.6210288830336674,1,0,0,1,0,1
0,0,0,0,1.3403196731615619,1,1,0,0,0,0,0,0,1,0,-1.3270765648028273,-0.2889760966444617,0,1,1,0,0,0
1,0,0,0,-0.45474160414476533,1,1,0,0,0,0,1,1,0,1,1.090691261833358,-0.05873477501295462,1,0,0,1,0,1
1,1,1,0,0.27960164566236856,1,1,0,0,0,1,1,1,0,1,1.2206608624381978,0.7536478961336792,1,0,0,1,0,0
1,0,0,0,-1.2706785483749141,1,0,0,0,1,0,1,0,0,1,0.6974499061571762,-0.9618286639964737,1,0,1,0,0,1
1,0,1,1,0.9731480482579951,1,1,0,0,0,0,0,0,2,1,-1.3220777340103333,-0.34760760088019693,0,1,1,0,0,0
0,0,1,0,1.2179291315270397,1,1,0,0,0,0,0,0,1,1,-1.362068380350284,-0.35742021915819583,0,1,1,0,0,0
1,0,1,1,0.07561740960483138,1,0,0,0,0,0,0,0,1,1,-1.4837065963009672,-0.6969545719720296,0,1,0,0,0,0
1,0,1,0,1.2995228259500544,1,1,0,0,0,0,0,0,2,0,-1.320411457079502,-0.29614685615530706,0,1,1,0,0,0
1,0,0,0,-1.2298817011634067,1,1,0,0,0,0,0,0,0,1,0.3641945199909205,-0.9259748664422471,1,0,0,1,0,1
0,0,1,1,0.7283669649889504,1,1,0,1,1,0,1,1,0,1,1.3073072628414242,1.2281834519984427,1,0,0,0,0,1
0,0,0,1,-1.1074911595288843,1,0,0,0,0,0,0,0,0,0,-1.4803740424393048,-0.9626278817747723,0,1,0,0,1,0
1,0,1,0,0.605976423354428,1,0,0,0,1,0,0,1,0,1,0.6891185215030198,0.7964948492480182,1,0,0,1,0,1
1,0,1,0,-0.9035069234713472,1,0,0,0,0,0,0,0,1,0,-1.4837065963009672,-0.9179382876715784,0,1,0,0,1,0
0,0,1,1,1.4219133675845768,1,1,1,0,0,1,1,1,2,0,1.3323014168038934,2.0575273004400794,1,0,0,0,0,0
0,0,1,1,-0.5363352985677802,1,0,0,0,0,0,0,0,0,0,-1.4670438269926545,-0.8155718105678392,0,1,0,0,1,0
0,0,0,0,-1.1482880067403918,1,0,0,0,0,0,0,1,0,1,-0.3106476369957473,-0.8939173533349387,0,0,0,0,1,0
0,0,1,0,0.1980079512393537,1,1,0,0,1,1,1,0,2,0,0.98904836905265,0.5368822742640392,1,0,0,0,1,0
0,0,0,0,-1.2706785483749141,1,0,0,0,0,0,1,0,0,1,-0.3706336065056733,-0.9760591805489564,0,0,0,0,1,1
0,0,1,1,-0.5363352985677802,1,0,0,0,0,0,0,0,1,0,-1.4903717040242925,-0.8409913760165014,0,1,0,0,1,0
1,0,0,0,-0.8219132290483323,1,0,0,0,0,0,0,0,1,0,-1.510367027194268,-0.8982464496340559,0,1,0,0,1,0
1,0,1,1,0.4427890345083983,1,0,0,1,0,0,0,0,0,0,-0.48060788394053755,-0.03657868215901146,0,0,0,0,1,0
0,0,0,0,1.05474174268101,1,0,0,0,0,0,0,0,2,1,-1.5153658579867617,-0.5400414814994143,0,1,0,0,0,0
1,0,0,0,-1.2706785483749141,1,0,0,1,0,0,0,0,0,0,0.3725259046450769,-0.9661577602955909,1,0,0,1,0,1
1,0,0,0,-1.2706785483749141,0,0,0,0,1,1,0,0,0,0,-0.9571630861582834,-0.9838737543812087,0,0,0,0,1,0
1,0,1,1,1.5851007564306066,1,0,1,0,1,1,1,1,2,1,0.5791442440681556,1.6641789505541433,0,0,1,0,0,0
0,0,0,0,-1.2706785483749141,1,0,0,0,0,0,0,0,0,0,-1.4853728732317988,-0.9909113109290043,0,1,0,0,1,0
0,0,0,0,-0.9443037706828545,0,0,0,0,0,0,1,1,0,1,-0.6405704693003405,-0.8138623725420341,0,0,0,1,0,1
1,0,0,0,1.0139448954695025,1,0,0,1,1,1,1,0,2,0,0.17090639601449228,0.7293383553770983,0,0,0,0,1,0
0,0,1,0,0.7691638122004578,1,0,1,1,1,1,1,1,2,1,0.6208011673389375,0.8159424818532828,0,0,1,0,0,0
1,0,1,0,1.625897603642114,1,0,1,1,1,1,1,1,2,0,0.6824534137796946,1.7332446868954428,0,0,0,0,1,0
0,1,0,0,1.4219133675845768,1,1,0,0,0,0,0,0,0,1,0.36919335078341453,1.2472536762084,1,0,0,0,1,0
1,1,0,0,-0.9443037706828545,1,1,0,0,0,0,0,1,0,1,0.6607918136788883,-0.6612561778746944,1,0,0,1,0,1
1,0,1,1,1.4219133675845768,0,0,1,0,0,1,0,0,2,0,-0.9638281938816083,0.1305022344930685,0,0,1,0,0,0
1,0,1,1,-1.0666943123173769,1,0,0,0,0,0,0,0,2,0,-1.4837065963009672,-0.9552573178193524,0,1,0,0,1,0
1,0,0,0,-0.69952268741381,1,0,0,0,1,0,0,1,0,1,-0.17234665173675104,-0.6034682924049408,0,0,0,1,0,1
0,0,0,0,-1.2706785483749141,0,0,0,0,0,0,0,0,0,1,-1.3454056110419712,-0.9890464694463077,0,0,0,1,0,1
1,0,1,0,1.5035070620075917,1,0,1,1,0,1,1,1,1,1,1.3922873863138197,2.220101516842309,1,0,1,0,0,0
0,0,1,1,1.1771322843155323,1,0,1,1,1,1,0,0,2,1,0.1142529803662287,0.8464903613793607,0,0,0,0,0,0
0,0,0,0,-0.8219132290483323,1,1,0,0,0,1,1,1,0,1,1.1773376622365848,-0.49686152097745107,1,0,0,0,1,1
0,0,1,0,1.625897603642114,1,1,1,0,1,1,1,1,2,1,1.5755778487052603,2.5838122074496743,1,0,1,0,0,0
0,0,0,1,0.8507575066234727,1,0,1,1,1,0,0,1,1,0,1.0440355077700825,1.2366196396582607,1,0,0,1,0,0
0,0,0,0,-0.8219132290483323,1,0,0,0,0,0,0,0,0,0,-1.4720426577851484,-0.8864357869103107,0,1,0,0,1,0
1,0,1,0,0.7691638122004578,0,0,0,1,0,0,1,1,0,1,-0.49893693017968177,0.13389891005083737,0,0,0,1,0,0
1,1,1,0,-1.2706785483749141,1,0,0,1,0,0,0,0,0,1,0.3925212278150525,-0.9658913543694914,1,0,0,0,1,1
0,0,0,0,-1.2298817011634067,1,1,0,0,0,0,0,1,0,1,0.7124463985346579,-0.9263522748375549,1,0,0,1,0,1
1,0,1,0,-0.69952268741381,1,1,0,0,0,0,0,0,0,1,-0.4506148991855746,-0.6840560850500446,0,0,0,1,0,0
1,0,1,0,-1.2298817011634067,1,0,1,0,0,0,0,1,0,1,-0.08236769747186212,-0.9495961918897377,0,0,0,0,1,0
0,0,0,0,1.5035070620075917,1,1,0,0,0,0,0,0,2,0,-1.355403272626959,-0.2391803889576938,0,1,0,0,0,0
1,0,0,0,-0.7811163818368249,1,0,0,0,0,0,0,0,1,0,-1.498703088678449,-0.8911200911108939,0,1,0,1,0,0
1,0,0,0,0.8099606594119653,1,1,1,1,0,1,1,1,1,1,1.5539162486044535,1.6271485268263104,1,0,1,0,0,1
1,0,0,0,-1.1890848539518992,1,0,0,0,0,0,1,1,0,1,0.8274195067620161,-0.8930515340751153,1,0,0,1,0,1
0,0,1,1,-1.1482880067403918,1,1,0,0,1,0,1,1,0,0,1.2173283085765354,-0.8284702974898241,1,0,0,1,0,1
0,0,1,0,0.48358588171990574,1,0,1,1,0,1,0,0,1,1,-0.15901643629010084,0.1563658098185632,0,0,0,0,0,0
0,0,1,0,1.0139448954695025,0,0,0,1,1,1,1,1,2,1,-0.237331452039171,0.4503003482816964,0,0,0,0,0,0
0,0,1,0,0.48358588171990574,1,0,0,0,0,0,1,1,1,1,0.8674101531019669,0.7647481430544925,1,0,0,0,0,0
0,0,1,0,1.2587259787385472,1,0,1,0,1,0,1,1,2,0,1.1690062775824284,1.810946415341135,1,0,1,0,0,0
0,1,1,0,-0.9443037706828545,1,0,0,0,0,0,0,0,1,0,-1.4920379809551236,-0.9184933000176191,0,1,1,0,0,0
1,1,0,0,0.5243827289314132,1,1,0,0,1,0,1,1,1,1,1.1840027699599098,0.9803815397382094,1,0,0,0,0,0
0,0,0,0,0.03482056239332393,1,0,1,0,0,1,1,0,2,1,0.8107567374537034,0.3444927946325052,1,0,0,1,0,0
1,0,1,1,1.05474174268101,1,1,0,0,0,0,0,0,1,1,-1.3370742263878148,-0.3347313144520536,0,1,1,0,0,0
0,1,0,0,0.8099606594119653,1,1,0,1,1,1,1,1,0,1,1.5372534792961408,1.5896518927278034,1,0,0,1,0,0
1,0,0,0,-1.1890848539518992,1,1,0,0,0,0,1,1,0,1,1.0656971078708888,-0.8702072259120818,1,0,0,1,0,1
1,0,1,0,0.6875701177774429,1,1,1,1,1,1,0,1,2,0,1.400618770967976,1.297648797228892,1,0,1,0,0,0
0,0,0,0,-0.45474160414476533,1,0,0,0,0,0,0,0,1,1,-1.4753752116468108,-0.8121307340223871,0,1,0,0,1,0
0,0,0,0,-0.16916367366421325,1,1,0,1,1,0,1,1,0,1,1.3689595092821818,0.323113719063019,1,0,0,1,0,1
0,0,1,1,-0.5363352985677802,1,1,0,0,0,0,0,1,0,1,0.6341313827855879,-0.3490062319922194,1,0,0,1,0,1
1,0,0,0,-0.985100617894362,1,1,1,1,1,0,0,0,0,1,0.029272856893833594,-0.7453294480529333,0,0,0,0,0,0
0,0,1,1,0.07561740960483138,1,1,0,1,0,0,1,1,0,1,1.1023552003491772,0.514259971039422,1,0,0,0,0,0
0,1,1,0,1.2179291315270397,1,1,0,1,0,0,0,1,0,1,0.839083445277835,1.4997620931630584,1,0,0,0,0,0
1,1,0,0,-0.9443037706828545,1,1,0,0,0,0,0,0,0,1,0.33086898137429493,-0.7232399566805151,1,0,0,1,0,1
1,0,1,1,0.9323512010464876,1,0,0,0,0,0,0,0,2,1,0.1475785189828543,0.7063386437571734,1,0,1,0,0,0
1,0,0,0,-1.1074911595288843,1,0,1,0,0,1,0,0,0,0,-0.3589696679898543,-0.8844599429584059,0,0,1,0,0,1
0,0,0,0,1.4219133675845768,1,0,0,0,0,0,0,0,2,1,-1.4937042578859552,-0.41758355746900333,0,1,0,0,1,0
1,1,1,1,1.0955385898925174,1,1,0,0,1,0,0,1,0,1,0.8040916297303782,1.3750397187608012,1,0,1,0,0,0
1,0,0,0,-1.1482880067403918,1,0,0,0,1,0,0,1,0,1,0.6074709518922871,-0.8579081523238208,1,0,1,0,0,0
1,0,1,0,1.2995228259500544,1,0,1,0,0,1,1,1,1,1,1.0756947694558767,1.8038200568179732,1,0,0,0,1,0
0,0,0,0,-1.2706785483749141,1,0,0,0,0,0,0,0,0,0,-1.4787077655084735,-0.9908225089536379,0,1,0,0,1,0
0,0,1,1,-1.2706785483749141,1,0,0,0,0,0,0,0,0,1,0.21256331928527425,-0.9682890077043871,1,0,0,1,0,1
0,0,0,0,-0.45474160414476533,1,0,0,0,1,0,0,1,0,0,-0.09903046678017491,-0.38104154460568634,0,0,0,0,1,0
0,0,1,1,-1.1482880067403918,1,0,0,0,0,0,0,0,0,0,-1.5253635195717492,-0.9624280773301978,0,1,0,0,1,0
1,0,1,1,0.5243827289314132,1,0,0,0,0,0,0,0,2,0,-1.458712442338498,-0.6036902973433571,0,1,0,0,1,0
1,1,0,0,-0.37314790972175044,1,1,0,0,1,0,0,0,0,1,0.49083156673409756,-0.18492238200875893,1,0,0,0,1,0
1,0,1,0,-0.8627100762598398,1,0,0,0,0,0,0,0,0,1,-0.6855599464327851,-0.785046131535603,0,0,0,1,0,1
0,0,1,0,1.5851007564306066,1,1,0,0,0,0,0,0,2,0,-1.3387405033186461,-0.23138801561928288,0,1,0,0,0,0
1,0,1,1,-1.2706785483749141,1,0,0,1,0,0,0,0,0,1,0.33586781216678896,-0.9666461711601068,1,0,0,1,0,1
0,0,0,0,-1.2298817011634067,0,0,0,0,1,0,1,1,0,1,-0.5122671456263319,-0.9596974165876777,0,0,0,1,0,1
0,1,0,0,-0.9443037706828545,1,1,0,0,0,0,0,1,0,1,0.6591255367480571,-0.6745764741796701,1,0,1,0,0,1
1,1,0,0,-0.985100617894362,1,0,0,0,1,0,0,0,0,1,0.31420621206598215,-0.7333411813784552,1,0,0,0,0,0
0,0,1,1,1.05474174268101,1,1,1,1,1,1,0,0,2,0,0.2325586424552494,0.8784590725113026,0,0,1,0,0,0
0,0,0,0,-1.1890848539518992,0,0,0,0,0,1,0,0,0,1,-1.1621151486505306,-0.9568113523882663,0,0,0,1,0,0
1,0,0,0,-0.7811163818368249,1,0,0,0,0,0,0,0,0,1,-1.4770414885776424,-0.8775333888798185,0,1,0,0,1,0
0,0,0,0,-1.2298817011634067,1,0,0,0,1,0,1,1,0,1,1.0407029539084196,-0.9120329563097059,1,0,0,1,0,1
0,0,1,1,1.4627102147960842,1,0,1,0,1,0,0,0,2,0,0.5241571053507231,1.386805980496863,1,0,1,0,0,0
0,0,1,0,1.4219133675845768,1,1,0,0,0,0,0,0,2,0,-1.3004161339095266,-0.20730047980111826,0,1,1,0,0,0
0,0,0,1,-1.1890848539518992,1,0,0,0,0,0,0,0,0,0,-1.4887054270934612,-0.9739279331401601,0,1,0,0,1,0
1,1,1,1,-0.005976284818183508,1,1,0,1,0,0,1,1,0,1,1.1923341546140662,0.42885467123068544,1,0,0,1,0,0
1,1,0,0,-1.2298817011634067,0,0,0,0,1,0,0,0,0,1,-1.140453548549724,-0.9648923321466182,0,0,0,1,0,1
1,0,0,1,-1.1482880067403918,0,0,1,1,1,0,1,1,0,1,-0.24732911362415858,-0.9004664990182185,0,0,0,0,1,0
1,0,0,0,1.2179291315270397,1,1,0,1,1,1,1,1,2,0,0.6624580906097195,1.3060183834071848,0,0,0,0,0,0
0,0,0,0,-1.0258974651058694,1,1,0,0,0,0,0,1,0,1,0.6857859676413575,-0.7322755576740572,1,0,0,0,1,1
0,0,0,0,-0.12836682645270583,0,0,1,0,0,1,0,0,1,0,-0.967160747743271,-0.5235687150689277,0,0,0,0,1,0
1,0,1,1,1.5851007564306066,1,0,0,0,0,0,0,0,2,0,-1.4837065963009672,-0.3828175841130164,0,1,0,0,0,0
0,0,0,0,-0.4955384513562728,1,0,0,0,0,0,0,0,2,1,-1.4970368117476176,-0.8135959666159345,0,1,0,0,1,0
1,0,1,1,0.36119534008538345,1,0,0,0,0,0,0,0,2,0,-1.510367027194268,-0.6568604800940523,0,1,0,0,0,0
1,0,1,1,0.8915543538349802,1,1,0,1,1,0,0,0,2,1,-0.16068271322093228,0.4416421556834621,0,0,0,0,0,0
1,0,0,0,-1.2706785483749141,1,0,0,0,0,0,0,0,0,1,-1.5070344733326053,-0.9911999173489454,0,1,0,0,1,0
0,0,1,1,0.6875701177774429,1,1,0,0,0,0,1,0,0,0,0.6624580906097195,0.889381715481383,1,0,0,1,0,1
1,0,1,1,1.2995228259500544,0,0,0,1,0,1,1,1,2,1,-0.3339755140273851,0.5202541043766612,0,0,0,1,0,0
0,0,0,0,-0.6587258402023025,1,1,0,1,0,0,0,0,0,0,-0.3106476369957473,-0.6111496632741437,0,0,0,1,0,0
1,0,1,1,-0.046773132029690946,1,0,0,0,0,0,0,0,0,1,-1.5020356425401116,-0.7072334006207025,0,1,0,0,1,1
1,0,1,1,1.0139448954695025,1,0,1,1,0,0,0,0,1,0,-0.37229988343650444,0.35574844501020975,0,0,0,1,0,0
0,0,0,0,-1.2706785483749141,1,0,0,0,0,0,0,0,0,0,-0.6339053615770153,-0.9795668585759333,0,0,0,0,1,0
0,0,0,0,-0.6587258402023025,0,0,1,1,1,1,1,0,2,0,-0.32564412937322873,-0.5930340602993764,0,0,0,0,1,0
0,1,1,0,-0.9035069234713472,1,0,0,1,1,1,1,0,0,1,0.9290623995427241,-0.5850640830102327,1,0,0,0,1,1
0,0,1,1,-0.16916367366421325,0,0,0,1,1,1,1,1,1,1,-0.15401760549760707,-0.2529668956333438,0,0,1,0,0,0
0,1,1,1,-0.332351062510243,1,1,1,0,0,0,0,0,0,1,0.5074943360424103,-0.17495436027386868,1,0,0,1,0,0
1,0,0,0,0.11641425681633881,0,0,0,0,0,0,0,0,0,0,-1.3487381649036339,-0.639055684033068,0,0,0,1,0,0
1,0,1,0,0.605976423354428,1,0,0,0,0,0,0,0,2,0,-1.498703088678449,-0.5906364069644808,0,1,0,0,0,0
1,0,0,0,-0.69952268741381,1,0,0,0,0,0,0,0,0,0,-1.5070344733326053,-0.8713616515918463,0,1,0,0,0,1
1,1,1,0,1.05474174268101,1,1,0,1,0,0,1,1,1,1,1.1056877542108394,1.4239474066939044,1,0,0,0,0,0
1,0,0,0,-0.5771321457792876,1,1,0,0,1,1,0,1,0,1,1.014042523015119,-0.2541435218069499,1,0,0,0,0,0
1,0,0,0,-1.0258974651058694,1,0,0,0,1,0,1,1,0,1,1.0240401846001068,-0.7063675813608791,1,0,0,1,0,1
0,0,1,1,0.48358588171990574,0,0,1,1,1,1,0,1,2,1,-0.3523045602665293,0.054798550493122565,0,0,1,0,0,0
0,0,0,0,-1.2706785483749141,1,0,1,0,0,0,0,0,0,1,-0.53559502265797,-0.9782570294392773,0,0,0,0,1,1
1,0,0,0,-0.4955384513562728,0,0,0,0,0,0,0,0,0,0,-1.3237440109411647,-0.7751669117760792,0,0,1,0,0,0
1,0,0,0,0.9731480482579951,1,0,1,0,1,1,0,0,1,1,-0.14568622084345068,0.4577597142124829,0,0,1,0,0,0
1,0,1,1,-0.7403195346253174,1,0,0,0,0,0,0,0,0,0,0.1859028883919739,-0.5351573728542566,1,0,0,1,0,0
0,0,0,0,0.48358588171990574,0,0,1,0,1,0,1,1,1,1,-0.3539708371973605,0.08368139298107856,0,0,0,1,0,0
1,0,0,0,-0.9443037706828545,1,0,0,0,0,1,1,0,0,1,-0.17068037480591985,-0.7644662737444153,0,0,0,0,0,0
1,0,1,0,1.3403196731615619,1,0,0,0,0,0,0,0,2,0,-1.5087007502634364,-0.4137428720344019,0,1,0,0,0,0
0,0,1,1,-0.046773132029690946,1,1,0,0,0,0,0,1,0,0,-0.16401526708259465,-0.1892736788017177,0,0,0,0,0,0
1,1,1,0,-0.046773132029690946,1,1,0,0,1,0,1,0,1,1,0.8690764300327981,0.259176296799135,1,0,0,1,0,0
0,0,1,1,1.4627102147960842,1,1,0,0,0,0,0,0,2,1,-1.3537369956961276,-0.26084807094712115,0,1,0,0,0,0
0,0,0,0,-1.2298817011634067,1,0,0,0,0,0,0,0,0,0,-0.6572332386086532,-0.9505064121372443,0,0,0,0,0,0
0,0,1,1,1.5851007564306066,1,0,0,0,0,0,0,0,2,0,-1.4937042578859552,-0.3798649184320801,0,1,0,0,1,0
0,0,1,0,1.5851007564306066,1,1,1,1,1,1,1,1,2,0,0.8640775992403041,1.8436255422760093,0,0,0,0,0,0
0,0,0,1,0.27960164566236856,0,0,0,0,1,1,1,1,1,0,-0.32564412937322873,-0.026677261905646215,0,0,0,0,0,0
0,0,0,0,0.8915543538349802,0,0,1,0,0,1,1,0,2,0,-0.6472355770236654,0.09269479348077894,0,0,1,0,0,0
0,0,1,1,-0.37314790972175044,1,1,0,1,0,1,0,0,2,0,-0.16401526708259465,-0.3718949411429362,0,0,0,0,1,0
1,0,1,0,-1.0666943123173769,1,1,0,1,1,0,1,1,0,1,1.3556292938355312,-0.7577395241104026,1,0,0,1,0,1
0,1,0,0,0.2388047984508611,1,0,0,1,1,1,1,0,1,1,0.1842366114611427,0.10903435694821584,0,0,1,0,0,1
0,0,1,0,0.7691638122004578,1,1,1,0,1,1,1,1,1,1,1.563913910189441,1.540078189979452,1,0,0,1,0,0
0,0,0,0,1.5035070620075917,1,0,0,0,0,0,0,0,2,1,-1.5170321349175928,-0.4364317767405441,0,1,0,0,1,0
1,0,1,1,1.2995228259500544,1,1,0,0,0,0,0,0,2,1,-1.3520707187652965,-0.30753570949606135,0,1,0,0,1,0
0,0,1,0,0.8507575066234727,1,0,0,1,0,0,1,1,1,1,0.9873820921218188,1.1616041709674054,1,0,0,0,0,1
1,0,0,0,1.0139448954695025,1,1,1,1,1,0,1,1,2,1,1.6105696642527172,1.8707101447627934,1,0,0,0,0,1
0,0,1,1,0.1980079512393537,0,0,1,1,1,0,0,0,0,0,-0.8138632701067933,-0.3565321994045308,0,0,0,0,0,1
1,0,1,0,-0.25075736808722815,1,1,1,1,1,1,1,1,1,1,0.8490811068628225,0.026981331709564887,0,0,1,0,0,0
1,0,1,0,-0.985100617894362,1,1,0,0,0,0,0,1,0,1,0.6857859676413575,-0.7212419122347687,1,0,1,0,0,1
1,1,0,0,0.8507575066234727,1,0,0,1,0,0,0,0,0,1,0.30587482741182576,0.7779352363964184,1,0,1,0,0,0
0,0,1,1,0.5651795761429206,1,0,0,0,0,0,0,0,2,0,-1.4887054270934612,-0.6168995911791249,0,1,1,0,0,0
0,0,0,1,0.320398492873876,1,0,0,0,0,0,0,0,1,1,-1.4737089347159797,-0.6202296652553688,0,1,0,0,0,0
0,0,0,0,-0.2099605208757207,1,1,0,0,1,0,0,0,0,1,0.5558163670365175,0.00933193910547192,1,0,0,1,0,0
1,0,0,0,-1.1890848539518992,1,1,0,0,0,1,1,0,0,0,-0.0007201278611296117,-0.9224671884152703,0,0,0,1,0,0
1,0,0,0,0.9323512010464876,1,1,1,0,1,0,0,0,1,1,0.6541267059555631,1.0381250242202797,1,0,1,0,0,0
1,1,0,0,-0.7403195346253174,1,1,0,0,0,0,0,0,0,1,0.32253759672013854,-0.5130678814818384,1,0,0,1,0,1
0,1,0,0,-0.9035069234713472,1,0,0,1,0,0,0,0,0,1,0.27421556572603134,-0.6940463072787765,1,0,0,1,0,1
1,0,1,0,1.1771322843155323,1,1,0,0,1,1,1,1,1,1,1.28897821660228,1.894398071691809,1,0,0,0,0,0
1,0,1,1,1.544303909219099,1,1,1,1,1,0,1,1,1,1,1.4506070788929144,2.521428819754704,1,0,1,0,0,0
1,0,0,0,-0.046773132029690946,1,0,0,0,0,0,0,0,2,0,-1.457046165407667,-0.6937355003649938,0,1,1,0,0,0
0,1,0,0,0.7283669649889504,1,1,0,0,0,0,1,1,0,1,1.035704123115926,1.1388486647797382,1,0,0,1,0,1
1,1,0,0,-0.4139447569332579,1,1,0,0,0,0,0,0,0,1,0.32587015058180135,-0.24828259143276063,1,0,0,0,0,1
0,0,0,0,-1.0258974651058694,1,1,0,0,0,0,1,1,0,1,0.9740518766751683,-0.7176010312447422,1,0,0,1,0,1
0,0,0,0,-1.2298817011634067,0,0,0,0,0,0,0,0,0,0,-1.34373933411114,-0.9827415291952859,0,0,0,0,1,0
0,0,0,0,0.8099606594119653,0,0,0,1,0,0,0,0,1,0,-1.1504512101347115,-0.2790080749095714,0,0,0,0,1,0
0,0,0,0,1.3811165203730693,1,1,1,1,1,1,1,1,1,1,1.6555591413851614,2.278622018608836,1,0,0,0,0,0
1,0,1,1,1.625897603642114,0,0,0,1,0,1,1,1,2,0,-0.3656347757131795,0.6803196649747874,0,0,1,0,0,0
0,0,0,0,-0.4955384513562728,1,0,1,1,1,1,1,1,0,1,1.4522733558237457,-0.021349143383655886,1,0,0,0,0,0
1,1,1,0,0.8507575066234727,1,1,0,0,0,0,0,0,2,0,-1.3170789032178394,-0.4334347100719246,0,1,1,0,0,0
1,0,0,0,0.27960164566236856,1,0,1,0,1,1,1,0,1,1,1.0307052923234319,0.6398481647015024,1,0,0,1,0,1
1,0,1,1,-0.7811163818368249,1,1,0,0,0,0,0,0,2,1,-1.320411457079502,-0.8521804249126811,0,1,0,0,0,0
0,1,1,1,1.625897603642114,0,0,1,1,1,1,1,1,2,1,0.0059449798621955974,1.1013964316689149,0,0,0,0,0,0
1,0,0,0,0.4427890345083983,0,0,0,0,1,0,1,1,0,1,-0.5189322533496572,-0.07796040267980313,0,0,0,0,0,1
1,1,0,0,-0.6587258402023025,1,0,0,0,0,1,1,1,0,1,0.994047199845144,-0.328825983090181,1,0,0,1,0,1
0,0,0,1,-1.1890848539518992,1,0,0,0,0,0,0,0,0,0,0.16757384215282992,-0.9020871350686572,1,0,0,1,0,1
1,1,0,0,1.2995228259500544,1,1,0,1,1,1,0,1,0,0,0.33420153523595775,1.162225784794971,0,0,1,0,0,0
0,1,1,0,0.8099606594119653,1,1,1,0,1,0,1,1,0,1,1.3189712013572434,1.4725886887009079,1,0,0,1,0,1
0,0,1,1,0.320398492873876,1,0,0,0,1,0,1,0,1,1,0.6807871368488634,0.4901280342335742,1,0,0,1,0,0
1,0,0,0,-1.2298817011634067,1,0,0,1,0,0,0,0,0,1,-0.5189322533496572,-0.9593644091800533,0,0,1,0,0,1
0,1,1,0,0.4427890345083983,1,0,0,1,1,0,1,1,1,1,1.1973329854065597,0.9112048009277016,1,0,0,0,0,0
1,0,1,1,0.6875701177774429,1,1,0,1,0,0,1,1,0,1,1.1240168004499835,1.1710393808500965,1,0,0,1,0,0
1,1,1,0,0.4427890345083983,0,0,0,1,1,0,1,1,0,0,-0.30231625234159093,0.040146224557649164,0,0,1,0,0,1
1,0,1,1,-0.6179289929907951,1,1,0,0,0,0,0,0,0,0,-1.350404441834465,-0.8178140604458435,0,1,0,0,1,1
1,0,0,0,0.36119534008538345,0,0,0,1,0,0,0,1,0,1,-0.8088644393142995,-0.2548317371160404,0,0,0,1,0,0
0,0,0,0,-1.0258974651058694,1,0,0,0,1,1,1,0,0,0,-0.010717789446117188,-0.8018075043860309,0,0,0,0,0,0
